Word	Cluster	Jaccard BNC-Genome	Genome neighbors	BNC_normalized neighbors
bucket	6	0.0	bucket red_tile plunger binders hurdle pail hay litter_box manure brief_case paper_roll rectangles teammate container champagne_glass	meaningful industry bell society enquiries at inhabited davids cost course few agriculturally commercial community co-operation
buckle	15	0.0	buckle clasp loop belt_buckle straps strap zip phone_case zipper check_mark red_tag walkie_talkie yoke shoe_strings luggage_tag	males cast local where topic circulation changes us disruptive medium provide locally types meant living
bud	19	0.0	bud yellow_leaf red_leaves green_banana buds berries yellow_petal daffodils blooms cat's_nose bloom greenleaves large_leaves branche leaf	housing acquainted isolated crichton competition expanding expediency encourage was dichotomous published this base processes meaning
buggy	18	0.0	buggy chariot carriage two_chairs plantation playing_field prairie construction_site blue_door street_line wagon backgroud sleigh downtown beetle	identity expanding isolated published competition crichton this meaning suggestion two expediency said motivations forum was
building	5	0.0	building house buildings tower trees tree church houses clock_tower mountain mountains hill brick_building business structure	tel take assuming aspects alternative when series vital claims its locals postgraduate communities dividing question
bulb	6	0.0	bulb light_bulb fixture caster fluorescent_light lightbulb globes two_signs yellow_light recessed_lighting light_fixture hanging_light modem bright_light ceiling_tile	win owned politically suggestion at published facilities belonging between intend subdivided two a extensive predominantly
bulge	0	0.0	bulge white_container shirt_collar licence turtleneck donut_hole deer_head turtle_neck reflection_of_light hankerchief chariot car_hood walkie_talkie license_tag love	processes this crichton was competition category forum are encourage intend again expanding denied claimed when
bull	18	0.0	bull ram bulls bison buffalo cow goat steer colt calf hooded_jacket obama ox oxen baby_zebra	identifiable stress politically a at claims extensive felt suggestion anthony new predominantly opposition various as
bumper	18	0.0	bumper head_light windsheild headlights windshield winshield front_lights headlight side_windows front_headlight side_door headlamp tail_light side_window rear_view_mirror	identified industry authority suggestive residence examination at economy agriculturally few appropriate consideration division comparatively villages
bun	7	0.0	bun hotdog hot_dog bread burger hamburger sandwich bagel chili_dog pickle wiener hot_dogs sub chili lettuce	composed agriculturally comparatively grew attributes possible numbers cases pilot protect at commitment (especially consideration relates
buoy	9	0.0	buoy bouy jet_ski water_ski paddles buoys motorboat rigging large_wave blue_boat choppy_water paddleboard rowboat ships raft	idea rights wider forum category mentioned denied status role image elicit opposition incomers count again
burger	7	0.0	burger sandwich sandwhich cheeseburger bun hotdog hot_dog sandwiches chili_dog bread hamburger breadsticks grill_mark red_tomatoes carrot_slice	links possible agriculturally sphere amount deliberately belong sorts whether according but crofters do comparatively far
burner	10	0.0	burner burners gas_burner tea_kettle frying_pan cooktop dishcloth kettle cooking_pot coils dials teapot control_knob tea_pot knobs	informants rights forum again incomers shetland context 1978 opposition debating status role students elicit theme
bus	18	0.0	bus car van truck train taxi motorcycle vehicle school_bus fire_truck dump_truck atv suv motor_bike pickup	as opposition felt migration modern types time born ultimately predominantly intensive court division camps nationally
business	5	0.0	business giraffe_pen tall_buildings water_drain phone_booth store gas_station railroad_crossing parking_garage shop livestock sky_scraper site meter construction_site	social right in economic alternative disseminate the literature benefit big use ideology also these we
butt	0	0.0	butt hind_leg right_front_leg back_legs elephant_leg back_leg rear_end spectacles right_eye front_leg long_trunk hoove abdomen back_right_leg stomach	contained uniqueness fieldwork books informed population constraining there so concept way take final servants sustained
butter	7	0.0	butter pasta_salad jelly salad_dressing jam green_broccoli peanut_butter sprouts carrot_slice syrup chop_stick guacamole meat_piece green_food red_sauce	everyone who niceties problems welcome jobs aim progress permanent seen had urban factors ribbon others
butterfly	6	0.0	butterfly love tassel green_label cinnamon peel certificate yellow_petal here colour seahorse flower_petals navel green_stem dotted_line	although commercial sharp at class each far agriculturally specified distinction cost comparatively grew broader unskilled
button	6	0.0	button buttons botton power_button pocket silver_button icon keypad lapel button_hole logo green_button arrow_key key_pad black_button	labour-intensive modern 358 court large opposition corollary camps migration status predominantly changes stress 171 perspective
cab	18	0.0	cab grille left_headlight crosswalk_lines head_lights front_lights grill windsheild front_bumper traffic_lines windshield taxi_cab railroad_crossing right_headlight crossing_signal	apart two suggestion politically published at subdivided motivations facilities migration housing mcfarlane intend opposition belonging
cabbage	7	0.0	cabbage grape_tomato green_lettuce cucumbers cilantro brussel_sprouts yam pasta_salad squash peppers grill_mark artichoke lettuce cranberries chickpeas	factors who seen ribbon belong receive supposed position everyone had problems rationalisations welcome aim struggle
cabin	9	0.0	cabin hull stern front_seat wooden_structure clearing porthole identification_number balance exhaust_pipes second_story deck boat_reflection sidecar anchor	count concerning farms centralisation denied this forum latter mentioned launched competition mentality category was same
cabinet	10	0.0	cabinet cabinets cupboard wooden_cabinet cabinet_door drawers dishwasher drawer vanity cupboards dresser medicine_cabinet oven refrigerator counter	area locals two suggestion when this published politically intend maintain motivations felt new housing opposition
cable	17	0.0	cable cord cords cables usb_drive power_cable trackpad wires electric_lines wire electric_wires drive power_cord electrical_wires ankle_strap	looking conflict value question point behind when stress migration anthony networks tel time well-known a
cactus	6	0.0	cactus orange_flower grass_blade poinsettia flower_bouquet tree_limbs potato_chips red_flowers manicured_shrub chalk_lines flower_arrangement artichoke concrete_steps purple_flower railway_line	tenure at unskilled commercial far sharp extensive society areas politically actually most a owned identifiable
cafe	1	0.0	cafe concrete_floor teddybear basement traincar life colgate small_windows phone_number attic trumpet newspaper_stand red_letter peaks passenger_bus	belonging (see published at politically expanding suggestion motivations subdivided apart division two areas occupations saunders
